idsupermercado;nombreproducto;precioproducto;precioporunidadproducto
1;Preparado de carne picada de vacuno Selección de Dia bandeja 500 g;5.49;10.98
1;Preparado de carne picada de pollo Selección de Dia bandeja 365 g;2.99;8.19
1;Burger meat de vacuno Selección de Dia bandeja 540 g;5.99;11.09
1;Burger crunchy chicken bacón y queso Selección de Dia bandeja 200 g;1.99;9.95
1;Burger meat de pollo y espinacas Selección de Dia bandeja 200 g;1.99;9.95
1;Burger de vacuno Texas BBQ Hamburdehesa bandeja 260 g;3.99;15.35
1;Burger de vacuno con cecina Hamburdehesa bandeja 260 g;3.99;15.35
1;Burger meat big new york Selección de Dia bandeja 300 g;4.49;14.97
1;Hamburguesa de vacuno ecológica Selección de Dia bandeja 240 g;3.49;14.54
1;Preparado de carne picada de vacuno Selección de Dia bandeja 900 g;9.69;10.77
1;Preparado de carne picada de vacuno ecológico Selección de Dia bandeja 300 g;4.29;14.30
1;Hamburguesa de vacuno ecológico baja en grasa Selección de Dia bandeja 150 g;2.19;14.60
1;Filete de dorada Selección de Dia bandeja 240 g aprox.;5.69;23.72
1;Filete de salmón Selección de Dia bandeja 350 g aprox.;8.14;23.25
1;Salpicón de marisco Dia bandeja 400 g;4.99;12.48
1;Escalopines de salmón Selección de Dia bandeja 350g aprox.;9.28;26.50
1;Sepia Selección de Dia bandeja 400 g aprox.;6.24;15.60
1;Filete de bacalao Selección de Dia bandeja 350 g aprox.;6.39;18.25
1;Langostino cocido Selección de Dia bandeja 400 g;4.69;11.73
1;Taquitos de mar cocidos Mari Marinera de Dia bolsa 125 g;2.49;19.92
1;Potón cocido en rodajas Mari Marinera de Dia bolsa 200 g;3.75;18.76
1;Mejillones cocidos en su jugo Aguinamar bolsa 1 Kg;4.99;4.99
1;Pata de pulpo cocido Mari Marinera de Dia bandeja 250 g;9.99;39.96
1;Gamba blanca cocida Gambafresh bandeja 300 g;3.99;13.30
1;Mejillones en salsa de tomate Aguinamar bandeja 500 g;4.49;8.98
1;Media ración de pulpo cocido Embumar bandeja 150 g;4.99;33.27
1;Salmón ahumado Selección Mundial de Dia sobre 100 g;3.80;38.00
1;Boquerones al vinagre MSC Mari Marinera de Dia bandeja 80 g;1.91;23.90
1;Boquerones al vinagre con ajo y perejil MSC Mari Marinera de Dia bandeja 80 g;2.49;31.13
1;Salmón ahumado Selección Mundial de Dia sobre 200 g;7.20;36.00
1;Filetes de anchoa en aceite de oliva Mari Marinera de Dia pack 3 x 25 g;2.99;39.87
1;Bacalao desmigado desalado Dimar bandeja 250 g;3.99;15.96
1;Salmón ahumado reducido en sal Selección Mundial de Dia sobre 100 g;3.99;39.90
1;Filetes de anchoa en aceite de girasol Mari Marinera de Dia pack 3 x 25 g;2.79;37.20
1;Filetes de sardina anchoada en salazón Kiele bandeja 50 g;1.89;37.80
1;Trucha ahumada Mari Marinera de Dia bandeja 100 g;3.69;36.90
1;Gilda de anchoa en aceite de girasol Leribe bandeja 175 g;3.49;19.94
1;Anchoas en aceite de oliva MSC Mari Marinera de Dia lata 50 g;3.89;77.80
1;Huevas de capelán Royal frasco 50 g;2.09;41.80
1;Filetes de anchoa en aceite de girasol alto oleico Consorcio lata 23 g;2.45;106.52
1;Colas de langostino al ajillo Aguinamar bolsa 105 g;3.19;30.38
1;Bacalao ahumado Nuchar bandeja 80 g;3.69;46.13
1;Bacalao desmigado salado MSC Mari Marinera de Dia bandeja 250 g;4.99;19.96
1;Filetón de bacalao salado MSC Selección Mundial de Dia bolsa 700 g;11.99;17.13
1;Palitos de surimi refrigeradas MSC Mari Marinera de Dia bolsa 300 g;1.89;6.30
1;Sucedáneo de angula refrigerado MSC Mari Marinera de Dia bandeja 200 g;2.79;13.95
1;Sucedáneo de angula con gambas refrigerado Mari Marinera de Dia bandeja 200 g;2.89;14.45
1;Palitos de surimi Krissia bolsa 180 g;2.99;16.61
1;La Gula del Norte refrigerada La Gula del Norte bandeja 180 g;5.99;33.28
1;Ajos malla 250 g;1.99;7.96
1;Cebolla malla 750 g;1.79;2.39
1;Cebolla malla 1.5 Kg;1.99;1.33
1;Puerros 500 g;2.29;4.58
1;Cebolla morada malla 500 g;1.50;3.00
1;Cebolla tierna 1 unidad;0.59;0.59
1;Puerro 1 unidad;0.89;4.45
1;Ajo unidad aprox. 60 g;0.69;11.50
1;Cebolla dulce malla 1 Kg;2.49;2.49
1;Cebolla dulce granel 1 Kg aprox.;2.89;2.89
1;Ajo bio malla 200 g;1.99;9.95
1;Pimiento verde granel 500 g aprox.;1.25;2.49
1;Tomate en rama granel 1 Kg aprox.;2.29;2.29
1;Pepino granel 1 Kg aprox.;1.29;1.29
1;Tomate cherry pera bandeja 250 g;1.00;4.00
1;Pimientos tricolor bolsa 500 g;1.69;3.38
1;Tomate ensalada granel 1 Kg aprox.;2.19;2.19
1;Pimiento rojo unidad 400 g aprox.;1.16;2.89
1;Tomate pera granel 900 g aprox.;1.97;2.19
1;Tomate pera rama bandeja 500 g;1.29;2.58
1;Tomate cherry bandeja 400 g;1.69;4.23
1;Tomate canario malla 750 g;1.50;2.00
1;Pepino holandés 1 unidad;0.99;3.05
1;Pimiento semipicante bolsa 200 g;1.29;6.45
1;Tomate maravilla bolsa 600 g aprox.;2.09;3.49
1;Tomate Murice bandeja 400 g;1.99;4.98
1;Tomate cherry pera lobello bandeja 200 g;1.99;9.95
1;Tomate Monterosa bandeja 500 g;1.99;3.98
1;Tomate chocmato bandeja 400 g;1.99;4.98
1;Pimiento Sweet Palermo bolsa 250 g;1.99;7.96
1;Calabacín unidad aprox. 500 g;0.70;1.39
1;Berenjena granel 800 g aprox.;1.59;1.99
1;Calabaza a dados bolsa 500 g;1.99;3.98
1;Calabaza unidad aprox. 1.5 Kg;2.99;1.99
1;Brócoli bolsa 500 g;1.39;2.78
1;Judía verde bolsa 500 g;1.99;3.98
1;Coliflor unidad aprox. 1.8 Kg;3.58;1.99
1;Judía redonda bandeja 250 g;1.29;5.16
1;Repollo liso unidad aprox. 2 Kg aprox.;3.18;1.59
1;Repollo rizado unidad aprox. 2.2 Kg;3.72;1.69
1;Lechuga iceberg 1 unidad;0.69;0.69
1;Cogollos bandeja 3 unidades;1.19;0.40
1;Corazones de cogollos bandeja 6 unidades;1.99;0.33
1;Corazón de lechuga romana bandeja 1 unidad;1.15;1.15
1;Endivias bandeja 350 g;1.69;4.83
1;Champiñón entero bandeja 250 g;1.49;5.96
1;Champiñón laminado bandeja 250 g;1.69;6.76
1;Champiñón portobello bandeja 250 g;1.79;7.16
1;Seta ostra bandeja 200 g;1.69;8.45
1;Champiñón grande bandeja 390 g;2.49;6.38
1;Zanahoria bolsa 1 Kg;1.19;1.19
1;Patata malla 4 Kg;5.99;1.50
1;Patata de guarnición malla 1 Kg;1.99;1.99
1;Patatas granel 1 Kg aprox.;2.09;2.09
1;Boniato unidad aprox. 500 g aprox.;1.75;3.49
1;Patata cocer malla 2 Kg;3.99;2.00
1;Patata especial para freir malla 2 Kg;3.99;2.00
1;Patata roja malla 1.5 kg;2.89;1.93
1;Patata amandine malla 1.5 Kg;3.25;2.17
1;Espárrago verde fino manojo aprox. 250 g;2.49;9.96
1;Perejil manojo 50 g;0.99;19.80
1;Apio bolsa 500 g;1.00;2.00
1;Cilantro bandeja 20 g;1.19;59.50
1;Puntas de espárrago verde bandeja 150 g;2.50;16.67
1;Hierbabuena Sun&Vegs bolsa 70 g;1.19;17.00
1;Espárrago verde grueso manojo aprox. 250 g;2.79;11.16
1;Albahaca bandeja 20 g;1.00;50.00
1;Lombarda 2.5 Kg aprox.;3.73;1.49
1;Ensalada 4 estaciones Vegecampo de Dia bolsa 250 g;0.83;3.32
1;Espinacas Vegecampo de Dia bolsa 300 g;1.35;4.50
1;Lechuga iceberg lavada Vegecampo de Dia bolsa 250 g;0.93;3.72
1;Ensalada selección de brotes Vegecampo de Dia bolsa 100 g;1.23;12.30
1;Dúo canónigos y rúcula Vegecampo de Dia bolsa 100 g;1.45;14.50
1;Verduras para microondas 3 ingredientes Vegecampo de Dia bolsa 300 g;1.75;5.83
1;Canónigos Vegecampo de Dia bolsa 100 g;1.23;12.30
1;Ensalada mezclum Vegecampo de Dia bolsa 150 g;1.13;7.53
1;Rúcula Vegecampo de Dia bolsa 50 g;0.83;16.60
1;Remolacha cocida al vacío bolsa 500 g;0.99;1.98
1;Brotes de espinaca baby Vegecampo de Dia bolsa 100 g;1.23;12.30
1;Acelga Vegecampo de Dia bolsa 300 g;1.45;4.83
1;Brócoli al vapor micro Florette bolsa 225 g;1.75;7.78
1;Tomate rallado natural La gergaleña tarrina 200 g;1.39;6.95
1;Ensalada de pasta. huevo y atún Al Punto Dia bandeja 250 g;2.79;11.16
1;Ensalada tex-mex Freshkia bandeja 200 g;2.89;14.45
1;Pimientos rojos y verdes asados Huerta Camporico bandeja 350 g;2.69;7.69
1;Preparado para puré bandeja 750 g;2.50;3.33
1;Ensalada de pasta y rúcula Florette bandeja 325 g;2.99;9.20
1;Ensalada brooklyn con bacon Al Punto Dia bandeja 200 g;2.79;13.95
1;Patatas a las hierbas provenzales Princesse amandine caja 450 g;1.99;4.42
1;Manzana golden bolsa 1 Kg;1.99;1.99
1;Manzana roja selección granel 500 g aprox.;1.35;2.69
1;Manzana golden granel 500 g aprox.;1.15;2.29
1;Manzana roja bolsa 1 Kg;2.49;2.49
1;Manzana fuji bolsa 1 Kg;2.29;2.29
1;Cereza bandeja 500 g;2.50;5.00
1;Nectarina bandeja 750 g;1.99;2.65
1;Paraguayo bandeja 750 g;2.99;3.99
1;Fresón bandeja 500 g;1.99;3.98
1;Melón piel de sapo unidad aprox. 3.5 Kg;6.62;1.89
1;Albaricoque bandeja 300 g;1.79;5.97
1;Sandía rayada unidad aprox. 5.4 Kg;5.35;0.99
1;Melocotón rojo bandeja 750 g;2.99;3.99
1;Melocotón amarillo bandeja 750 g;2.99;3.99
1;Ciruela roja bandeja 300 g;1.79;5.97
1;Sandía negra unidad aprox. 5.5 Kg;8.20;1.49
1;Melón bollo unidad aprox. 3 Kg;8.07;2.69
1;Sandía selección unidad aprox. 5 Kg;9.95;1.99
1;Media sandía selección unidad aprox. 2.8 Kg;6.13;2.19
1;Medio melón bollo unidad aprox. 1.5 Kg;4.34;2.89
1;Caqui granel 400 g aprox.;2.00;4.99
1;Banana granel 900 g aprox.;1.07;1.19
1;Plátano de Canarias El afortunado 900 g aprox.;3.59;3.99
1;Plátano de canarias bolsa 1.1 Kg aprox.;4.06;3.69
1;Plátano bio bolsa 1 Kg aprox.;3.99;3.99
1;Plátano macho para freír granel 1 Kg aprox.;2.99;2.99
1;Pera conferencia bandeja 1 Kg;2.49;2.49
1;Pera Rincón de Soto D.O.P. granel 500 g aprox.;1.50;2.99
1;Pera ercolini bandeja 500 g;1.99;3.98
1;Uva blanca sin semilla bandeja 500 g;2.99;5.98
1;Uva roja sin semilla bandeja 500 g;2.99;5.98
1;Naranjas de mesa malla 2 Kg;3.29;1.65
1;Naranja especial para zumo malla 4 Kg;5.99;1.50
1;Naranja premium malla 1.5 Kg;2.99;1.99
1;Naranja selección granel 1 Kg aprox.;2.69;2.69
1;Zumo de naranja recién exprimido botella 1 l;4.85;4.85
1;Zumo de naranja recién exprimido botella 500 ml;3.15;6.30
1;Zumo de naranja recién exprimido botella 250 ml;1.95;7.80
1;Limones malla 750 g;1.99;2.65
1;Limón selección 1 unidad;0.59;0.59
1;Limón bio malla 500 g;1.59;3.18
1;Lima malla 235 g;1.00;4.26
1;Frambuesas bandeja 125 g;1.99;15.92
1;Arándanos vaso 170 g;2.59;15.24
1;Arándanos bandeja 300 g;3.79;12.63
1;Moras tarrina 125 g;1.99;15.92
1;Arándanos rojos deshidratados Naturmundo de Dia bolsa 150 g;1.73;11.53
1;Mango deshidratado Naturmundo de Dia bolsa 90 g;1.99;22.11
1;Pasas sultanas sin pepitas Naturmundo de Dia bolsa 200 g;1.49;7.45
1;Ciruelas sin hueso Naturmundo de Dia bolsa 200 g;1.71;8.55
1;Dátiles sin hueso Naturmundo de Dia bolsa 250 g;2.19;8.76
1;Dátiles Frit ravich bandeja 500 g;3.20;6.40
1;Aguacate bandeja 450 g;2.29;5.09
1;Mango bandeja 650 g;2.29;3.52
1;Kiwi gold Zespri bandeja 500 g;2.79;5.58
1;Kiwi bandeja 700 g;3.39;4.84
1;Kiwi granel 500 g aprox.;2.35;4.69
1;Coco troceado bio Genuine coconut bolsa 56 g;0.99;17.68
1;Guacamole Al Punto Dia tarrina 200 g;1.85;9.25
1;Mango 1 unidad;1.79;3.48
1;Piña gold premium unidad aprox. 1.6 Kg;3.66;2.29
1;Aguacate granel 1 Kg aprox.;5.19;5.19
1;Pulpa aguacate Al Punto Dia tarrina 125 g;1.45;11.60
1;Aguacate bio bandeja 400 g;2.99;7.48
1;Kiwi sungold Zespri granel 600 g;4.19;6.99
1;Guacamole picante Paltavo tarrina 200 g;1.85;9.25
1;Guacamole Al Punto Dia tarrina 400 g;2.99;7.48
1;Dátil medjoul bandeja 250 g;2.99;11.96
1;Kiwi raíces sabor del año bandeja 375 g;2.89;7.71
1;Bebida de avena con calcio Vegedia brik 1 l;0.99;0.99
1;Bebida de avena Vegedia brik 1 l;0.95;0.95
1;Bebida de almendras 0% azúcares Vegedia brik 1 l;1.30;1.30
1;Bebida de avena 0% azúcares Vegedia brik 1 l;0.75;0.75
1;Bebida de soja 0% azúcares Vegedia brik 1 l;0.75;0.75
1;Bebida de soja con calcio Vegedia brik 1 l;0.79;0.79
1;Bebida de avena barista Vegedia brik 1 l;0.99;0.99
1;Bebida de arroz Vegedia brik 1 l;0.99;0.99
1;Bebida de almendras sin azúcar Alpro brik 1 l;1.79;1.79
1;Bebida de avena con cacao Vegedia brik 250 ml;0.55;2.20
1;Leche semidesnatada Dia Láctea brik 6 x 1 l;5.28;0.88
1;Leche entera Dia Láctea brik 6 x 1 l;5.82;0.97
1;Leche semidesnatada sin lactosa Dia Láctea brik 6 x 1 l;5.76;0.96
1;Leche desnatada Dia Láctea brik 6 x 1 l;5.04;0.84
1;Leche semidesnatada Dia Láctea brik 1 l;0.88;0.88
1;Leche entera Dia Láctea brik 1 l;0.97;0.97
1;Leche desnatada sin lactosa Dia Láctea brik 6 x 1 l;5.58;0.93
1;Leche entera sin lactosa Dia Láctea brik 6 x 1 l;6.24;1.04
1;Leche semidesnatada Central Lechera Asturiana brik 6 x 1 l;6.54;1.09
1;Leche entera Central Lechera Asturiana brik 6 x 1 l;7.14;1.19
1;Leche entera Dia Láctea botella 1.5 l;1.56;1.04
1;Leche desnatada calcio Dia Láctea brik 1 l;1.00;1.00
1;Leche semidesnatada Central Lechera Asturiana botella 6 x 2.2 l;14.64;1.11
1;Leche condensada Dia Láctea lata 1 Kg;3.65;3.65
1;Leche entera Central Lechera Asturiana botella 6 x 1.5 l;11.64;1.29
1;Leche semidesnatada Dia Láctea botella 1.5 l;1.50;1.00
1;Leche fresca entera Dia Láctea botella 1 l;1.12;1.12
1;Leche semidesnatada calcio Dia Láctea brik 1 l;1.03;1.03
1;Leche entera sin lactosa Dia Láctea brik 1 l;1.04;1.04
1;Leche desnatada Central Lechera Asturiana botella 6 x 1.5 l;10.56;1.17
1;Leche entera Central Lechera Asturiana botella 1.5 l;1.94;1.29
1;Leche semidesnatada Pascual brik 6 x 1 l;7.74;1.29
1;Bebida láctea crecimiento y desarrollo Puleva brik 1 l;1.79;1.79
1;Leche desnatada omega 3 Dia Láctea brik 1 l;1.11;1.11
1;Leche desnatada Central Lechera Asturiana botella 1.5 l;1.76;1.17
1;Leche semidesnatada Pascual brik 1 l;1.29;1.29
1;Leche en polvo Sveltesse lata 600 g;8.74;14.57
1;Leche condensada La lechera lata 740 g;4.19;5.66
1;Leche desnatada sin lactosa dinamic protein Pascual brik 1 l;1.59;1.59
1;Leche barista Central Lechera Asturiana brik 1 l;1.49;1.49
1;Leche desnatada omega 3 Puleva brik 1 l;1.85;1.85
1;Leche desnatada suprema Central Lechera Asturiana brik 1 l;1.54;1.54
1;Leche desnatada calcio Puleva pack 6 x 1 l;9.90;1.65
1;Leche entera Lauki brik 1 l;1.14;1.14
1;Leche desnatada sin lactosa Central Lechera Asturiana brik 6 x 1 l;6.78;1.13
1;Leche desnatada sin lactosa Central Lechera Asturiana brik 1 l;1.13;1.13
1;Leche evaporada Ideal brik 525 g;2.93;5.58
1;Leche semidesnatada sin lactosa Central Lechera Asturiana brik 1 l;1.20;1.20
1;Bebida láctea con cereales crecimiento y desarrollo Puleva brik 1 l;1.89;1.89
1;Leche desnatada sin lactosa Pascual brik 6 x 1 l;8.70;1.45
1;Leche semidesnatada sin lactosa Pascual brik 6 x 1 l;8.94;1.49
1;Leche semidesnatada sin lactosa Pascual brik 1 l;1.49;1.49
1;Leche semidesnatada calcio Pascual Movit brik 6 x 1 l;10.74;1.79
1;Leche desnatada calcio Pascual Movit brik 6 x 1 l;10.74;1.79
1;Leche desnatada calcio Pascual Movit brik 1 l;1.79;1.79
1;Horchata Dia brik 1 l;1.29;1.29
1;Batido de chocolate Dia Láctea brik 6 x 200 ml;1.45;1.21
1;Batido de cacao 90% Dia lactea brik 6 x 200 ml;1.70;1.42
1;Horchata Chufi botella 1 l;1.69;1.69
1;Batido de fresa Dia lactea brik 6 x 200 ml;1.55;1.29
1;Batido de vainilla Dia lactea brik 6 x 200 ml;1.55;1.29
1;Bebida de chufa sin azúcares añadidos Dia brik 1 l;1.55;1.55
1;Bebida sabor canela y limón Dia botella 1 l;1.75;1.75
1;Batido al cacao Dia botella 1 l;1.25;1.25
1;Horchata Dia brik 3 x 200 ml;1.39;2.32
1;Horchata premium Or Xata brik 1 l;1.79;1.79
1;Batido de chocolate sin lactosa Puleva brik 6 x 200 ml;2.49;2.08
1;Batido sabor vainilla alto en proteínas Dia Láctea botella 330 ml;1.20;3.64
1;Batido de chocolate Cacaolat pack 4 x 200 ml;3.85;4.81
1;Horchata fresca Chufi botella 750 ml;2.59;3.45
1;Horchata premium Dia brik 1 l;1.69;1.69
1;Batido de chocolate shake ColaCao vaso 200 ml;1.69;8.45
1;Horchata fresca Chufi vaso 230 ml;1.19;5.17
1;Batido de chocolate enriquecido con proteínas Valio botella 260 g;2.35;9.04
1;Huevos frescos categoría A clase L Dia bandeja 12 unidades;2.80;2.80
1;Huevos frescos categoría A clase M Dia bandeja 24 unidades;4.75;2.38
1;Huevos frescos categoría A clase M Dia bandeja 12 unidades;2.60;2.60
1;Huevos camperos categoría A clase M/L Dia bandeja 10 unidades;2.79;3.35
1;Huevos frescos categoría A clase XL Dia bandeja 6 unidades;1.95;3.90
1;Huevos frescos de gallinas criadas en suelo categoría A clase M/L Dia bandeja 12 unidades;2.99;2.99
1;Huevos ecológicos categoría A clase M/L Dia bandeja 6 unidades;2.69;5.38
1;Huevos frescos maíz categoría A clase M/L Grupo de lucas caja 12 unidades;3.19;3.19
1;Claras de huevo pasteurizadas Ovonatur botella 500 ml;1.95;3.90
1;Mantequilla sin sal Dia Láctea 250 g;2.39;9.56
1;Mantequilla con sal Dia Láctea 250 g;2.39;9.56
1;Mantequilla tradicional Central Lechera Asturiana tarrina 250 g;3.75;15.00
1;Margarina vitaminada con sal Diasol tarrina 500 g;1.50;3.00
1;Margarina Tulipán tarrina 400 g;2.65;6.63
1;Margarina ligera Diasol tarrina 500 g;1.45;2.90
1;Margarina con sal Tulipán tarrina 400 g;2.65;6.63
1;Margarina vitaminada Diasol tarrina 500 g;1.50;3.00
1;Margarina Natacha tarrina 450 g;1.49;3.31
1;Mantequilla ligera fácil de untar President tarrina 250 g;2.95;11.80
1;Margarina Proactiv tarrina 225 g;3.09;13.73
1;Mantequilla tradicional con sal Central Lechera Asturiana tarrina 250 g;3.75;15.00
1;Nata para cocinar culinaria Dia lactea brik 3 x 200 ml;1.89;3.15
1;Nata para cocinar 15% m.g Dia Láctea brik 500 ml;1.45;2.90
1;Nata para montar Dia lactea brik 3 x 200 ml;2.39;3.98
1;Nata montada Dia Láctea spray 250 g;1.99;7.96
1;Nata montada azucarada Central Lechera Asturiana spray 250 g;2.75;11.00
1;Nata para cocinar Central Lechera Asturiana brik 500 ml;2.75;5.50
1;Nata para montar Central Lechera Asturiana brik 500 ml;2.85;5.70
1;Leche evaporada Ideal brik 525 g;2.93;5.58
1;Nata para montar Central Lechera Asturiana brik 1 l;4.92;4.92
1;Leche evaporada sin lactosa Ideal brik 525 g;3.11;5.92
1;Yogur natural Dia Láctea pack 8 x 125 g;1.39;1.39
1;Yogur natural azucarado Dia Láctea pack 8 x 125 g;1.39;1.39
1;Yogur natural con azúcar de caña Dia Láctea pack 8 x 125 g;1.39;1.39
1;Yogur natural Danone pack 8 x 120 g;1.99;2.07
1;Yogur natural azucarado Danone pack 8 x 120 g;1.99;2.07
1;Yogur natural Danone pack 4 x 120 g;1.00;2.08
1;Postre sin lactosa natural azucarado Dia Láctea pack 4 x 125 g;1.45;2.90
1;Yogur natural de cabra Granja Rinya pack 2 x 125 g;1.59;6.36
1;Postre lácteo natural alto en proteína Dia Láctea pack 4 x 120 g;1.45;3.02
1;Yogur natural azucarado Danone pack 4 x 120 g;1.00;2.08
1;Yogur natural Danone pack 2 x 130 g;2.05;7.88
1;Yogur griego stracciatella Fidias de Dia pack 6 x 125 g;2.15;2.87
1;Yogur griego con fresa Fidias de Dia pack 6 x 125 g;1.70;2.27
1;Yogur griego natural Fidias de Dia pack 6 x 125 g;1.69;2.25
1;Yogur griego natural con azúcar de caña Fidias de Dia pack 6 x 125 g;1.55;2.07
1;Yogur griego con lima y limón Fidias de Dia pack 4 x 125 g;1.59;3.18
1;Yogur griego natural ligero Fidias de Dia pack 6 x 125 g;1.49;1.99
1;Yogur griego con mora y frambuesa Fidias de Dia pack 4 x 125 g;1.69;3.38
1;Yogur griego con nueces Fidias de Dia pack 4 x 125 g;1.59;3.18
1;Yogur griego natural con azúcar de caña Fidias de Dia tarrina 1 kg;2.29;2.29
1;Yogur griego natural Danone pack 4 x 110 g;1.39;3.16
1;Yogur griego natural Oikos pack 4 x 110 g;2.79;6.34
1;Yogur griego con fresas Oikos pack 4 x 110 g;2.85;6.48
1;Yogur griego fresa Danone pack 4 x 110 g;1.59;3.61
1;Yogur griego tarta de arándanos Oikos pack 2 x 110 g;1.99;9.05
1;Yogur griego Fidias de Dia vaso 1 Kg;2.29;2.29
1;Yogur griego natural azucarado Oikos pack 4 x 110 g;2.79;6.34
1;Yogur sabores Dia Láctea pack 16 x 125 g;2.49;1.25
1;Bebida de fresa Dia Láctea pack 12 x 100 g;2.09;1.74
1;Yogur líquido sabor fresa y plátano Dia Láctea botella 1 Kg;1.40;1.40
1;Yogur con frutas Dia Láctea pack 8 x 125 g;1.99;1.99
1;Yogur sabor coco Dia Láctea pack 4 x 125 g;0.75;1.50
1;Yogur sabor fresa y plátano Dia Láctea pack 8 x 125 g;1.49;1.49
1;Yogur líquido sabor melocotón y fruto de la pasión Dia Láctea botella 1 Kg;1.40;1.40
1;Yogur líquido sabor piña y coco Dia Láctea botella 1 Kg;1.40;1.40
1;Yogur sabor galleta Dia Láctea pack 4 x 125 g;0.75;1.50
1;Yogur sabor limón Dia Láctea pack 4 x 125 g;0.75;1.50
1;Yogur sabor fresa. macedonia. limón y galleta Danone pack 8 x 120 g;1.99;2.07
1;Yogur sabor coco Danone pack 4 x 125 g;1.00;2.08
1;Yogur sabor limón Danone pack 4 x 125 g;1.00;2.00
1;Yogur sabor plátano Dia Láctea pack 4 x 125 g;0.75;1.50
1;Yogur cremoso con naranja y granola Dia Láctea vaso 230 g;1.45;6.30
1;Yogur cremoso con fresa Dia Láctea tarrina 1 Kg;2.35;2.35
1;Bebida con proteínas sabor mango Yopro botella 300 g;2.39;7.97
1;Yogur artesanal con melocotón y maracuyá Pastoret vaso 125 g;0.89;7.12
1;Bebida con proteínas sabor stracciatella Yopro botella 300 g;2.39;7.97
1;Yogur líquido sabor frutos del bosque Dia Láctea botella 1.5 Kg;1.95;1.30
1;Yogur líquido sabor fresa y plátano Dia Láctea botella 1.5 Kg;1.95;1.30
1;Petit de fresa y plátano Dia Láctea pack 6 x 50 g;0.99;3.30
1;Petit de fresa líquido Dia Láctea pack 4 x 80 g;1.93;6.03
1;Yogur de fresa líquido Danonino pack 4 x 70 g;2.59;9.25
1;Petit de fresa Dia Láctea pack 6 x 50 g;0.99;3.30
1;Petit de chocolate Nesquik pack 6 x 60 g;1.85;5.14
1;Yogur azucarado y galleta con chocolate blanco Reina pack 2 x 143 g;1.85;6.47
1;Petit de fresa y plátano Danonino pack 6 x 50 g;1.50;5.00
1;Yogur con fresas y grageas de chocolate con leche Nestlé pack 2 x 128 g;2.05;8.91
1;Yogur azucarado y trocitos de galleta con chocolate Nestlé pack 2 x 115 g;2.05;8.91
1;Petit de fresa y plátano Dia Láctea pack 4 x 100 g;1.31;3.28
1;Petit de fresa Danonino pack 6 x 50 g;1.47;4.90
1;Petit de fresa Dia Láctea pack 4 x 100 g;1.31;3.28
1;Yogur desnatado con frutas Dia Láctea pack 8 x 125 g;1.99;1.99
1;Yogur desnatado sabor limón. fresa y piña Dia Láctea pack 6 x 125 g;1.29;1.72
